year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
1992,Idaho,16,"CLINTON, BILL",Democrat,137013,482114,28.41921205358069,339658,40.33851697884342
1996,Idaho,16,"DOLE, ROBERT",Republican,256595,491711,52.184108144824904,422038,60.79902757571593
1996,Idaho,16,"CLINTON, BILL",Democrat,165443,491711,33.646389850949035,422038,39.20097242428407
2000,Idaho,16,"BUSH, GEORGE W.",Republican,336937,501615,67.17043948047805,475574,70.84849045574401
2000,Idaho,16,"GORE, AL",Democrat,138637,501615,27.638128843834416,475574,29.15150954425599
2004,Idaho,16,"BUSH, GEORGE W.",Republican,409235,598376,68.39094482399027,590333,69.32273818336431
2004,Idaho,16,"KERRY, JOHN",Democrat,181098,598376,30.26491704212736,590333,30.677261816635696
2008,Idaho,16,"MCCAIN, JOHN",Republican,403012,655122,61.51709147303861,639452,63.02458980502055
2008,Idaho,16,"OBAMA, BARACK H.",Democrat,236440,655122,36.09098763283785,639452,36.97541019497945
2012,Idaho,16,"ROMNEY, MITT",Republican,420911,652274,64.52978349589283,633698,66.42138684357533
2012,Idaho,16,"OBAMA, BARACK H.",Democrat,212787,652274,32.62233355920978,633698,33.578613156424666
2016,Idaho,16,"TRUMP, DONALD J.",Republican,409055,690255,59.26143236919689,598820,68.31017668080558
2016,Idaho,16,"CLINTON, HILLARY",Democrat,189765,690255,27.492013820979203,598820,31.689823319194417
2020,Idaho,16,"BIDEN, JOSEPH R. JR",Democrat,287021,868014,33.06640215480395,841140,34.12285707492213
2020,Idaho,16,"TRUMP, DONALD J.",Republican,554119,868014,63.837564831903634,841140,65.87714292507788
1948,Illinois,17,Harry Truman,Democrat,1994715,3984046,50.067569500954555,3955818,50.42484259892644
1948,Illinois,17,Thomas Dewey,Republican,1961103,3984046,49.223904543270834,3955818,49.57515740107356
1952,Illinois,17,Adlai Stevenson,Democrat,2013920,4481058,44.94295766758654,4471247,45.04157341341241
1952,Illinois,17,Dwight Eisenhower,Republican,2457327,4481058,54.83809850263041,4471247,54.95842658658759
1956,Illinois,17,Adlai Stevenson,Democrat,1775682,4407407,40.2885869174324,4399009,40.36550050249954
1956,Illinois,17,Dwight Eisenhower,Republican,2623327,4407407,59.520870207811534,4399009,59.63449949750046
1960,Illinois,17,John Kennedy,Democrat,2377846,4757409,49.98195446302809,4746834,50.093304295031174
1960,Illinois,17,Richard Nixon,Republican,2368988,4757409,49.795760675611454,4746834,49.906695704968826
1964,Illinois,17,Lyndon Johnson,Democrat,2796833,4702841,59.47113670226146,4702779,59.47192075153861
1964,Illinois,17,Barry Goldwater,Republican,1905946,4702841,40.52754494570409,4702779,40.52807924846139
1968,Illinois,17,Hubert Humphrey,Democrat,2039814,4619749,44.1542170364667,4214588,48.398894506414386
1968,Illinois,17,Richard Nixon,Republican,2174774,4619749,47.075587872847635,4214588,51.601105493585614
1972,Illinois,17,George McGovern,Democrat,1913472,4723236,40.51188634232971,4701651,40.69787400213245
1972,Illinois,17,Richard Nixon,Republican,2788179,4723236,59.03111764900166,4701651,59.30212599786755
1976,Illinois,17,"FORD, GERALD",Republican,2364269,4721282,50.07684353529402,4635564,51.00283374363939
1976,Illinois,17,"CARTER, JIMMY",Democrat,2271295,4721282,48.10759026891425,4635564,48.99716625636061
1980,Illinois,17,"REAGAN, RONALD",Republican,2358049,4749721,49.646052894475275,4339462,54.339662382110966
1980,Illinois,17,"CARTER, JIMMY",Democrat,1981413,4749721,41.716408184817595,4339462,45.660337617889034
1984,Illinois,17,"REAGAN, RONALD",Republican,2707103,4819088,56.17459154097207,4793602,56.47325330722075
1984,Illinois,17,"MONDALE, WALTER",Democrat,2086499,4819088,43.29655320674783,4793602,43.52674669277925
1988,Illinois,17,"BUSH, GEORGE H.W.",Republican,2310939,4559120,50.688268788713614,4526879,51.04927699635886
1988,Illinois,17,"DUKAKIS, MICHAEL",Democrat,2215940,4559120,48.60455526505115,4526879,48.95072300364114
1992,Illinois,17,"CLINTON, BILL",Democrat,2453350,5050157,48.57967781991728,4187446,58.588218212246794
1992,Illinois,17,"BUSH, GEORGE H.W.",Republican,1734096,5050157,34.33746713220995,4187446,41.411781787753206
1996,Illinois,17,"CLINTON, BILL",Democrat,2341744,4311391,54.31527783028726,3928765,59.60509218545777
1996,Illinois,17,"DOLE, ROBERT",Republican,1587021,4311391,36.80995298269166,3928765,40.39490781454223
2000,Illinois,17,"GORE, AL",Democrat,2589026,4742108,54.59652120955491,4608447,56.18001031583959
2000,Illinois,17,"BUSH, GEORGE W.",Republican,2019421,4742108,42.58487997321023,4608447,43.81998968416041
2004,Illinois,17,"KERRY, JOHN",Democrat,2891550,5274322,54.82316020902781,5237496,55.20863404955345
2004,Illinois,17,"BUSH, GEORGE W.",Republican,2345946,5274322,44.47862682634849,5237496,44.79136595044655
2008,Illinois,17,"OBAMA, BARACK H.",Democrat,3419348,5522371,61.91811452001323,5450527,62.73426404455936
2008,Illinois,17,"MCCAIN, JOHN",Republican,2031179,5522371,36.7809225421472,5450527,37.26573595544064
2012,Illinois,17,"OBAMA, BARACK H.",Democrat,3019512,5242014,57.60213536247709,5154728,58.57752339211691
2012,Illinois,17,"ROMNEY, MITT",Republican,2135216,5242014,40.7327412708169,5154728,41.42247660788309
2016,Illinois,17,"CLINTON, HILLARY",Democrat,3090729,5536424,55.8253666987933,5236744,59.02005139071148
2016,Illinois,17,"TRUMP, DONALD J.",Republican,2146015,5536424,38.76175307382527,5236744,40.97994860928852
2020,Illinois,17,"BIDEN, JOSEPH R. JR",Democrat,3471915,6033743,57.5416453766758,5918806,58.65904373280692
2020,Illinois,17,"TRUMP, DONALD J.",Republican,2446891,6033743,40.55345081817373,5918806,41.34095626719308
1948,Indiana,18,Harry Truman,Democrat,807833,1656214,48.77588282673616,1628912,49.59340958873162
1948,Indiana,18,Thomas Dewey,Republican,821079,1656214,49.57565870110988,1628912,50.40659041126838
1952,Indiana,18,Adlai Stevenson,Democrat,801530,1955325,40.99216242824083,1937789,41.36312054614822
1952,Indiana,18,Dwight Eisenhower,Republican,1136259,1955325,58.1110045644586,1937789,58.63687945385178
1956,Indiana,18,Adlai Stevenson,Democrat,783908,1974607,39.69944399062699,1966719,39.85866816764367
1956,Indiana,18,Dwight Eisenhower,Republican,1182811,1974607,59.90108411445923,1966719,60.14133183235633
1960,Indiana,18,John Kennedy,Democrat,952358,2135360,44.59941180878166,2127478,44.764646214907984
1960,Indiana,18,Richard Nixon,Republican,1175120,2135360,55.031470103401766,2127478,55.235353785092016
1964,Indiana,18,Lyndon Johnson,Democrat,1170848,2091606,55.97842040996249,2081966,56.23761387073564
1964,Indiana,18,Barry Goldwater,Republican,911118,2091606,43.56068972837141,2081966,43.76238612926436
1968,Indiana,18,Hubert Humphrey,Democrat,806659,2123597,37.985502899090555,1874544,43.03227878353349
1968,Indiana,18,Richard Nixon,Republican,1067885,2123597,50.2866127612725,1874544,56.96772121646651
1972,Indiana,18,George McGovern,Democrat,708568,2125529,33.33607774817469,2113722,33.522289118436575
1972,Indiana,18,Richard Nixon,Republican,1405154,2125529,66.10843700556426,2113722,66.477710881563425
1976,Indiana,18,"FORD, GERALD",Republican,1183958,2220362,53.322746471070936,2198672,53.84877780769483
1976,Indiana,18,"CARTER, JIMMY",Democrat,1014714,2220362,45.70038579294727,2198672,46.15122219230517
1980,Indiana,18,"REAGAN, RONALD",Republican,1255656,2242033,56.00524167128673,2099853,59.79732867014977
1980,Indiana,18,"CARTER, JIMMY",Democrat,844197,2242033,37.65319243739945,2099853,40.20267132985023
1984,Indiana,18,"REAGAN, RONALD",Republican,1377230,2233069,61.67431458678617,2218711,62.07342912168371
1984,Indiana,18,"MONDALE, WALTER",Democrat,841481,2233069,37.682713789856024,2218711,37.92657087831629
1988,Indiana,18,"BUSH, GEORGE H.W.",Republican,1297763,2168621,59.84277566250626,2158406,60.12599112493201
1988,Indiana,18,"DUKAKIS, MICHAEL",Democrat,860643,2168621,39.68618767410258,2158406,39.87400887506799
1992,Indiana,18,"BUSH, GEORGE H.W.",Republican,989375,2305871,42.90678012776951,1837795,53.83489453393877
1992,Indiana,18,"CLINTON, BILL",Democrat,848420,2305871,36.79390564346401,1837795,46.16510546606123
1996,Indiana,18,"DOLE, ROBERT",Republican,1006693,2135431,47.14238015651173,1894117,53.14840635504565
1996,Indiana,18,"CLINTON, BILL",Democrat,887424,2135431,41.557137645749265,1894117,46.85159364495435
2000,Indiana,18,"BUSH, GEORGE W.",Republican,1245836,2199302,56.6468816015263,2147816,58.004782532581935
2000,Indiana,18,"GORE, AL",Democrat,901980,2199302,41.01210293083896,2147816,41.995217467418065
2004,Indiana,18,"BUSH, GEORGE W.",Republican,1479438,2468002,59.94476503665718,2448449,60.42347624965846
2004,Indiana,18,"KERRY, JOHN",Democrat,969011,2468002,39.26297466533658,2448449,39.57652375034154
2008,Indiana,18,"OBAMA, BARACK H.",Democrat,1374039,2751054,49.94591163968428,2719687,50.52195344537809
2008,Indiana,18,"MCCAIN, JOHN",Republican,1345648,2751054,48.91390717884855,2719687,49.47804655462191
2012,Indiana,18,"ROMNEY, MITT",Republican,1420543,2624534,54.12553238022445,2573430,55.200374597327304
2012,Indiana,18,"OBAMA, BARACK H.",Democrat,1152887,2624534,43.927302904058394,2573430,44.799625402672696
2016,Indiana,18,"TRUMP, DONALD J.",Republican,1557286,2734958,56.94003344841127,2590412,60.11730952450807
2016,Indiana,18,"CLINTON, HILLARY",Democrat,1033126,2734958,37.774839686752046,2590412,39.88269047549193
2020,Indiana,18,"BIDEN, JOSEPH R. JR",Democrat,1242416,3033118,40.96167705971215,2971935,41.80495199255704
2020,Indiana,18,"TRUMP, DONALD J.",Republican,1729519,3033118,57.02115776570513,2971935,58.19504800744296
1948,Iowa,19,Harry Truman,Democrat,522380,1038272,50.312442211674785,1016398,51.39522116336317
1948,Iowa,19,Thomas Dewey,Republican,494018,1038272,47.58078807865376,1016398,48.60477883663683
1952,Iowa,19,Adlai Stevenson,Democrat,451513,1268773,35.58658641065029,1260419,35.82245269231898
1952,Iowa,19,Dwight Eisenhower,Republican,808906,1268773,63.754982175692575,1260419,64.17754730768101
1956,Iowa,19,Adlai Stevenson,Democrat,501858,1234564,40.6506264559796,1231045,40.766828182560346
1956,Iowa,19,Dwight Eisenhower,Republican,729187,1234564,59.06433364329431,1231045,59.233171817439654
1960,Iowa,19,John Kennedy,Democrat,550565,1273810,43.22190907592184,1272946,43.25124553594575
1960,Iowa,19,Richard Nixon,Republican,722381,1273810,56.71026291205125,1272946,56.74875446405425
1964,Iowa,19,Lyndon Johnson,Democrat,733030,1184539,61.88314610156356,1182178,62.0067367181592
1964,Iowa,19,Barry Goldwater,Republican,449148,1184539,37.917535851500034,1182178,37.9932632818408
1968,Iowa,19,Hubert Humphrey,Democrat,476699,1167931,40.81568174832246,1095805,43.502174200701766
1968,Iowa,19,Richard Nixon,Republican,619106,1167931,53.00878219689348,1095805,56.497825799298234
1972,Iowa,19,George McGovern,Democrat,496206,1225944,40.47542138955776,1202413,41.26751789942391
1972,Iowa,19,Richard Nixon,Republican,706207,1225944,57.605159778913226,1202413,58.73248210057609
1976,Iowa,19,"FORD, GERALD",Republican,632864,1279303,49.46943765472293,1252795,50.51616585315235
1976,Iowa,19,"CARTER, JIMMY",Democrat,619931,1279303,48.458496540694426,1252795,49.48383414684765
1980,Iowa,19,"REAGAN, RONALD",Republican,676026,1317661,51.305001817614695,1184698,57.06315027120836
1980,Iowa,19,"CARTER, JIMMY",Democrat,508672,1317661,38.60416298273987,1184698,42.93684972879164
1984,Iowa,19,"REAGAN, RONALD",Republican,703088,1319805,53.272112168085435,1308708,53.72382533002014
1984,Iowa,19,"MONDALE, WALTER",Democrat,605620,1319805,45.887081803751315,1308708,46.27617466997986
1988,Iowa,19,"DUKAKIS, MICHAEL",Democrat,670557,1225614,54.711923982591586,1215912,55.14848114008251
1988,Iowa,19,"BUSH, GEORGE H.W.",Republican,545355,1225614,44.49647278833303,1215912,44.85151885991749
1992,Iowa,19,"CLINTON, BILL",Democrat,586353,1354607,43.2858386233055,1091244,53.73252911356214
1992,Iowa,19,"BUSH, GEORGE H.W.",Republican,504891,1354607,37.27213870886538,1091244,46.26747088643786
1996,Iowa,19,"CLINTON, BILL",Democrat,620258,1234075,50.26096469015254,1112902,55.733388923732726
1996,Iowa,19,"DOLE, ROBERT",Republican,492644,1234075,39.92010210076373,1112902,44.266611076267274
2000,Iowa,19,"GORE, AL",Democrat,638517,1353022,47.19191557860848,1272890,50.16277918751817
2000,Iowa,19,"BUSH, GEORGE W.",Republican,634373,1353022,46.88563822317745,1272890,49.83722081248183
2004,Iowa,19,"BUSH, GEORGE W.",Republican,751957,1506908,49.90065750530225,1493855,50.33667926271291
2004,Iowa,19,"KERRY, JOHN",Democrat,741898,1506908,49.23313168421695,1493855,49.66332073728709
2008,Iowa,19,"OBAMA, BARACK H.",Democrat,828940,1537123,53.92802007386527,1511319,54.84877778946735
2008,Iowa,19,"MCCAIN, JOHN",Republican,682379,1537123,44.39325935530208,1511319,45.15122221053265
2012,Iowa,19,"OBAMA, BARACK H.",Democrat,822544,1582180,51.98801653414908,1553161,52.959351928100176
2012,Iowa,19,"ROMNEY, MITT",Republican,730617,1582180,46.177868510536094,1553161,47.040648071899824
2016,Iowa,19,"TRUMP, DONALD J.",Republican,800983,1565580,51.16206134467737,1454652,55.06354784512035
2016,Iowa,19,"CLINTON, HILLARY",Democrat,653669,1565580,41.75251344549624,1454652,44.93645215487965
2020,Iowa,19,"TRUMP, DONALD J.",Republican,897672,1700130,52.80019763194579,1656733,54.183263084637055
2020,Iowa,19,"BIDEN, JOSEPH R. JR",Democrat,759061,1700130,44.64723285866375,1656733,45.816736915362945
1948,Kansas,20,Harry Truman,Democrat,351902,788819,44.61124795422017,774941,45.41016670946562
1948,Kansas,20,Thomas Dewey,Republican,423039,788819,53.62941308462398,774941,54.58983329053438
1952,Kansas,20,Adlai Stevenson,Democrat,273296,896166,30.49613576056222,889598,30.721292089235813
1952,Kansas,20,Dwight Eisenhower,Republican,616302,896166,68.77096430795187,889598,69.27870791076418
1956,Kansas,20,Adlai Stevenson,Democrat,296317,866243,34.207145108243296,863195,34.32793285410597
1956,Kansas,20,Dwight Eisenhower,Republican,566878,866243,65.44099057654722,863195,65.67206714589403
1960,Kansas,20,John Kennedy,Democrat,363213,928825,39.10456759884801,924687,39.27956162463623
1960,Kansas,20,Richard Nixon,Republican,561474,928825,60.449923290178454,924687,60.72043837536377
1964,Kansas,20,Lyndon Johnson,Democrat,464028,857901,54.08875849311284,850607,54.55257245708065
1964,Kansas,20,Barry Goldwater,Republican,386579,857901,45.061026855080016,850607,45.44742754291935
1968,Kansas,20,Hubert Humphrey,Democrat,302996,872783,34.71607490063395,781670,38.76264919979019
1968,Kansas,20,Richard Nixon,Republican,478674,872783,54.844560446296505,781670,61.23735080020981
1972,Kansas,20,George McGovern,Democrat,270287,916095,29.504254471424908,890099,30.36594805746327
1972,Kansas,20,Richard Nixon,Republican,619812,916095,67.65804856483226,890099,69.63405194253673
1976,Kansas,20,"FORD, GERALD",Republican,502752,957845,52.487824230433944,933173,53.87554076253814
1976,Kansas,20,"CARTER, JIMMY",Democrat,430421,957845,44.936393675385894,933173,46.12445923746186
1980,Kansas,20,"REAGAN, RONALD",Republican,566812,979795,57.850060471833395,892962,63.47548943852034
1980,Kansas,20,"CARTER, JIMMY",Democrat,326150,979795,33.287575462214036,892962,36.52451056147966
1984,Kansas,20,"REAGAN, RONALD",Republican,677296,1021991,66.272207876586,1010445,67.02947711156966
1984,Kansas,20,"MONDALE, WALTER",Democrat,333149,1021991,32.59803657762153,1010445,32.970522888430345
1988,Kansas,20,"BUSH, GEORGE H.W.",Republican,554049,993044,55.79299608073761,976685,56.72750170218648
1988,Kansas,20,"DUKAKIS, MICHAEL",Democrat,422636,993044,42.55964488985382,976685,43.27249829781352
1992,Kansas,20,"BUSH, GEORGE H.W.",Republican,449951,1157236,38.88152459826691,840385,53.54105558761758
1992,Kansas,20,"CLINTON, BILL",Democrat,390434,1157236,33.73849413602757,840385,46.45894441238242
1996,Kansas,20,"DOLE, ROBERT",Republican,583245,1074300,54.2907009215303,970904,60.07236554798415
1996,Kansas,20,"CLINTON, BILL",Democrat,387659,1074300,36.08479940426325,970904,39.92763445201585
2000,Kansas,20,"BUSH, GEORGE W.",Republican,622332,1072216,58.041663246957704,1021608,60.91690746352808
2000,Kansas,20,"GORE, AL",Democrat,399276,1072216,37.23839226424526,1021608,39.08309253647192
2004,Kansas,20,"BUSH, GEORGE W.",Republican,736456,1187756,62.0039806155473,1171449,62.867098781082234
2004,Kansas,20,"KERRY, JOHN",Democrat,434993,1187756,36.62309430556444,1171449,37.132901218917766
2008,Kansas,20,"MCCAIN, JOHN",Republican,699655,1235872,56.61225434349189,1214420,57.61227581890944
2008,Kansas,20,"OBAMA, BARACK H.",Democrat,514765,1235872,41.65196719401362,1214420,42.38772418109056
2012,Kansas,20,"ROMNEY, MITT",Republican,692634,1159971,59.711320369216125,1133360,61.113326745253055
2012,Kansas,20,"OBAMA, BARACK H.",Democrat,440726,1159971,37.99457055391902,1133360,38.886673254746945
2016,Kansas,20,"TRUMP, DONALD J.",Republican,671018,1184402,56.65458180583957,1098023,61.111470342606665
2016,Kansas,20,"CLINTON, HILLARY",Democrat,427005,1184402,36.05237073223449,1098023,38.888529657393335
2020,Kansas,20,"TRUMP, DONALD J.",Republican,771406,1372303,56.212512834264736,1341729,57.49342825563135
2020,Kansas,20,"BIDEN, JOSEPH R. JR",Democrat,570323,1372303,41.55955353883217,1341729,42.50657174436865
1948,Kentucky,21,Harry Truman,Democrat,466756,822658,56.73755071974016,807966,57.76926256797935
1948,Kentucky,21,Thomas Dewey,Republican,341210,822658,41.476530952108895,807966,42.23073743202065
1952,Kentucky,21,Adlai Stevenson,Democrat,495729,993148,49.91491701136185,990758,50.03532648739652
1952,Kentucky,21,Dwight Eisenhower,Republican,495029,993148,49.84443406219415,990758,49.96467351260348
1956,Kentucky,21,Adlai Stevenson,Democrat,476453,1053805,45.21263421600771,1048645,45.43510911700337
1956,Kentucky,21,Dwight Eisenhower,Republican,572192,1053805,54.29771162596496,1048645,54.56489088299663
1960,Kentucky,21,John Kennedy,Democrat,521855,1124462,46.409305072114485,1124462,46.409305072114485
1960,Kentucky,21,Richard Nixon,Republican,602607,1124462,53.590694927885515,1124462,53.590694927885515
1964,Kentucky,21,Lyndon Johnson,Democrat,669659,1046105,64.01451097165199,1042636,64.22749646089335
1964,Kentucky,21,Barry Goldwater,Republican,372977,1046105,35.65387795680166,1042636,35.77250353910665
1968,Kentucky,21,Hubert Humphrey,Democrat,397541,1055893,37.649742919026835,859952,46.22827785736878
1968,Kentucky,21,Richard Nixon,Republican,462411,1055893,43.79335784970636,859952,53.77172214263122
1972,Kentucky,21,George McGovern,Democrat,371159,1067499,34.76902554475461,1047605,35.42928871091681
1972,Kentucky,21,Richard Nixon,Republican,676446,1067499,63.36736615209944,1047605,64.57071128908319
1976,Kentucky,21,"CARTER, JIMMY",Democrat,615717,1167142,52.75424926872651,1147569,53.65402864664347
1976,Kentucky,21,"FORD, GERALD",Republican,531852,1167142,45.568748275702525,1147569,46.34597135335653
1980,Kentucky,21,"REAGAN, RONALD",Republican,635274,1295627,49.032167437078726,1252691,50.71274560126959
1980,Kentucky,21,"CARTER, JIMMY",Democrat,617417,1295627,47.65391582608266,1252691,49.28725439873041
1984,Kentucky,21,"REAGAN, RONALD",Republican,821702,1369345,60.00693762346231,1361241,60.364182389451976
1984,Kentucky,21,"MONDALE, WALTER",Democrat,539539,1369345,39.40124658139475,1361241,39.635817610548024
1988,Kentucky,21,"BUSH, GEORGE H.W.",Republican,734281,1322517,55.52147911898297,1314649,55.85376781178854
1988,Kentucky,21,"DUKAKIS, MICHAEL",Democrat,580368,1322517,43.88359469103233,1314649,44.14623218821146
1992,Kentucky,21,"CLINTON, BILL",Democrat,665104,1492900,44.55114207247639,1282282,51.86877769476605
1992,Kentucky,21,"BUSH, GEORGE H.W.",Republican,617178,1492900,41.34088016611963,1282282,48.13122230523395
1996,Kentucky,21,"CLINTON, BILL",Democrat,636614,1388708,45.84217848532593,1259897,50.52905118434285
1996,Kentucky,21,"DOLE, ROBERT",Republican,623283,1388708,44.88222146052302,1259897,49.47094881565715
2000,Kentucky,21,"BUSH, GEORGE W.",Republican,872520,1544106,56.5064833631888,1511443,57.727615265676576
2000,Kentucky,21,"GORE, AL",Democrat,638923,1544106,41.37818258591055,1511443,42.272384734323424
2004,Kentucky,21,"BUSH, GEORGE W.",Republican,1069439,1795882,59.54951383220056,1782172,60.00761991547392
2004,Kentucky,21,"KERRY, JOHN",Democrat,712733,1795882,39.68707298140969,1782172,39.99238008452608
2008,Kentucky,21,"MCCAIN, JOHN",Republican,1048462,1826620,57.39902114287591,1800447,58.23342758770461
2008,Kentucky,21,"OBAMA, BARACK H.",Democrat,751985,1826620,41.16811378392879,1800447,41.76657241229539
2012,Kentucky,21,"ROMNEY, MITT",Republican,1087190,1797212,60.49314159932162,1766560,61.54277239380491
2012,Kentucky,21,"OBAMA, BARACK H.",Democrat,679370,1797212,37.8013278344458,1766560,38.45722760619509
2016,Kentucky,21,"TRUMP, DONALD J.",Republican,1202971,1924149,62.51963855190009,1831825,65.67062901750987
2016,Kentucky,21,"CLINTON, HILLARY",Democrat,628854,1924149,32.68218833364776,1831825,34.32937098249014
2020,Kentucky,21,"TRUMP, DONALD J.",Republican,1326646,2136768,62.086571869290445,2099120,63.20010290026297
2020,Kentucky,21,"BIDEN, JOSEPH R. JR",Democrat,772474,2136768,36.15151481115405,2099120,36.79989709973703
1948,Louisiana,22,Harry Truman,Democrat,136344,416336,32.74854924868376,209001,65.23605150214593
1948,Louisiana,22,Thomas Dewey,Republican,72657,416336,17.451529533838055,209001,34.76394849785408
1952,Louisiana,22,Adlai Stevenson,Democrat,345027,651952,52.92214764277125,651952,52.92214764277125
1952,Louisiana,22,Dwight Eisenhower,Republican,306925,651952,47.07785235722875,651952,47.07785235722875
1956,Louisiana,22,Adlai Stevenson,Democrat,243977,617544,39.507630225538584,573024,42.577099737532805
1956,Louisiana,22,Dwight Eisenhower,Republican,329047,617544,53.28316686746208,573024,57.422900262467195
1960,Louisiana,22,John Kennedy,Democrat,407339,807891,50.42004428815273,638319,63.81433107897462
1960,Louisiana,22,Richard Nixon,Republican,230980,807891,28.59049054884879,638319,36.18566892102538
1964,Louisiana,22,Lyndon Johnson,Democrat,387068,896293,43.1854315497276,896293,43.1854315497276
1964,Louisiana,22,Barry Goldwater,Republican,509225,896293,56.8145684502724,896293,56.8145684502724
1968,Louisiana,22,Hubert Humphrey,Democrat,309615,1097450,28.212219235500477,567150,54.59137794234329
1968,Louisiana,22,Richard Nixon,Republican,257535,1097450,23.46667274135496,567150,45.40862205765671
1972,Louisiana,22,George McGovern,Democrat,298142,1051491,28.354213207721227,984994,30.26840772634148
1972,Louisiana,22,Richard Nixon,Republican,686852,1051491,65.3217193490006,984994,69.73159227365852
1976,Louisiana,22,"CARTER, JIMMY",Democrat,661365,1277383,51.77499622274603,1248811,52.95957514788066
1976,Louisiana,22,"FORD, GERALD",Republican,587446,1277383,45.98824315025329,1248811,47.04042485211934
1980,Louisiana,22,"REAGAN, RONALD",Republican,792853,1548591,51.19834740095997,1501306,52.81088598859926
1980,Louisiana,22,"CARTER, JIMMY",Democrat,708453,1548591,45.748231779727504,1501306,47.18911401140074
1984,Louisiana,22,"REAGAN, RONALD",Republican,1037299,1706822,60.77370692433072,1688885,61.41916116254215
1984,Louisiana,22,"MONDALE, WALTER",Democrat,651586,1706822,38.175392630280136,1688885,38.58083883745785
1988,Louisiana,22,"BUSH, GEORGE H.W.",Republican,883702,1628202,54.274715299453014,1601162,55.19129232394973
1988,Louisiana,22,"DUKAKIS, MICHAEL",Democrat,717460,1628202,44.06455710040892,1601162,44.80870767605027
1992,Louisiana,22,"CLINTON, BILL",Democrat,815971,1790017,45.58453914124838,1549357,52.66513786041564
1992,Louisiana,22,"BUSH, GEORGE H.W.",Republican,733386,1790017,40.970895807134795,1549357,47.33486213958436
1996,Louisiana,22,"CLINTON, BILL",Democrat,927837,1783959,52.00999574541792,1640423,56.56083827159215
1996,Louisiana,22,"DOLE, ROBERT",Republican,712586,1783959,39.944079432318794,1640423,43.43916172840785
2000,Louisiana,22,"BUSH, GEORGE W.",Republican,927871,1765656,52.55106317425365,1720215,53.93924596634723
2000,Louisiana,22,"GORE, AL",Democrat,792344,1765656,44.87533245433992,1720215,46.06075403365277
2004,Louisiana,22,"BUSH, GEORGE W.",Republican,1102169,1943106,56.722021341089985,1922468,57.330941269243496
2004,Louisiana,22,"KERRY, JOHN",Democrat,820299,1943106,42.21586470321228,1922468,42.669058730756504
2008,Louisiana,22,"MCCAIN, JOHN",Republican,1148275,1960761,58.56272131075639,1931264,59.45717416158536
2008,Louisiana,22,"OBAMA, BARACK H.",Democrat,782989,1960761,39.93291380234511,1931264,40.54282583841464
2012,Louisiana,22,"ROMNEY, MITT",Republican,1152262,1994065,57.784575728474245,1961403,58.74682561411398
2012,Louisiana,22,"OBAMA, BARACK H.",Democrat,809141,1994065,40.57746362330215,1961403,41.25317438588602
2016,Louisiana,22,"TRUMP, DONALD J.",Republican,1178638,2029032,58.0886846535688,1958792,60.17167723780779
2016,Louisiana,22,"CLINTON, HILLARY",Democrat,780154,2029032,38.44956609851397,1958792,39.82832276219221
2020,Louisiana,22,"BIDEN, JOSEPH R. JR",Democrat,856034,2148062,39.85145680152621,2111810,40.53555954370895
2020,Louisiana,22,"TRUMP, DONALD J.",Republican,1255776,2148062,58.46088241400854,2111810,59.46444045629105
1948,Maine,23,Harry Truman,Democrat,111916,264789,42.26610622042456,262150,42.691588785046726
1948,Maine,23,Thomas Dewey,Republican,150234,264789,56.73725116979935,262150,57.308411214953274
1952,Maine,23,Adlai Stevenson,Democrat,118806,351786,33.77223653016323,351159,33.83253739758913
1952,Maine,23,Dwight Eisenhower,Republican,232353,351786,66.04953011205676,351159,66.16746260241088
1956,Maine,23,Adlai Stevenson,Democrat,102468,351706,29.134561252864607,351706,29.134561252864607
1956,Maine,23,Dwight Eisenhower,Republican,249238,351706,70.86543874713539,351706,70.86543874713539
1960,Maine,23,John Kennedy,Democrat,181159,421773,42.95177737787862,421767,42.95238840402402
1960,Maine,23,Richard Nixon,Republican,240608,421773,57.04680005595427,421767,57.04761159597598
1964,Maine,23,Lyndon Johnson,Democrat,262264,381221,68.79579036831655,380965,68.84201960810049
1964,Maine,23,Barry Goldwater,Republican,118701,381221,31.13705698269508,380965,31.15798039189952
1968,Maine,23,Hubert Humphrey,Democrat,217312,392936,55.30468066046379,386566,56.21601485904089
1968,Maine,23,Richard Nixon,Republican,169254,392936,43.0741901989128,386566,43.78398514095911
1972,Maine,23,George McGovern,Democrat,160584,417271,38.4843423099137,417042,38.50547426877869
1972,Maine,23,Richard Nixon,Republican,256458,417271,61.460777288620584,417042,61.49452573122131
1976,Maine,23,"FORD, GERALD",Republican,236320,482968,48.9307780225605,468599,50.431178897095386
1976,Maine,23,"CARTER, JIMMY",Democrat,232279,482968,48.0940766261947,468599,49.568821102904614
1980,Maine,23,"REAGAN, RONALD",Republican,238522,523011,45.605541757247934,459496,51.909483434023365
1980,Maine,23,"CARTER, JIMMY",Democrat,220974,523011,42.250354199051266,459496,48.090516565976635
1984,Maine,23,"REAGAN, RONALD",Republican,336500,553144,60.83406852465181,551015,61.06911790060162
1984,Maine,23,"MONDALE, WALTER",Democrat,214515,553144,38.78104074165136,551015,38.93088209939838
1988,Maine,23,"BUSH, GEORGE H.W.",Republican,307131,555035,55.33542929725152,550700,55.771018703468314
