year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
1996,Pennsylvania,42,"DOLE, ROBERT",Republican,1801169,4501307,40.014355830428805,4016988,44.83879463916745
2000,Pennsylvania,42,"GORE, AL",Democrat,2485967,4912185,50.60817131276611,4767094,52.14847871680315
2000,Pennsylvania,42,"BUSH, GEORGE W.",Republican,2281127,4912185,46.43813292862545,4767094,47.85152128319685
2004,Pennsylvania,42,"KERRY, JOHN",Democrat,2938095,5769590,50.923809144150624,5731942,51.25828209706239
2004,Pennsylvania,42,"BUSH, GEORGE W.",Republican,2793847,5769590,48.42366615305421,5731942,48.74171790293761
2008,Pennsylvania,42,"OBAMA, BARACK H.",Democrat,3276363,6013272,54.48552801203737,5932248,55.22970381548445
2008,Pennsylvania,42,"MCCAIN, JOHN",Republican,2655885,6013272,44.16705247991443,5932248,44.77029618451555
2012,Pennsylvania,42,"OBAMA, BARACK H.",Democrat,2990274,5742040,52.0768577021407,5670708,52.73193400189183
2012,Pennsylvania,42,"ROMNEY, MITT",Republican,2680434,5742040,46.68086603367444,5670708,47.26806599810817
2016,Pennsylvania,42,"TRUMP, DONALD J.",Republican,2970733,6115402,48.577885803746014,5897174,50.37553580749017
2016,Pennsylvania,42,"CLINTON, HILLARY",Democrat,2926441,6115402,47.85361616456285,5897174,49.624464192509834
2020,Pennsylvania,42,"TRUMP, DONALD J.",Republican,3377674,6915283,48.843612040172474,6835903,49.41079474065094
2020,Pennsylvania,42,"BIDEN, JOSEPH R. JR",Democrat,3458229,6915283,50.00849567544813,6835903,50.58920525934906
1948,Rhode Island,44,Harry Truman,Democrat,188736,327702,57.5937894794661,324523,58.15797339479791
1948,Rhode Island,44,Thomas Dewey,Republican,135787,327702,41.4361218424056,324523,41.84202660520209
1952,Rhode Island,44,Adlai Stevenson,Democrat,203293,414498,49.04559249984318,414228,49.07756114989812
1952,Rhode Island,44,Dwight Eisenhower,Republican,210935,414498,50.88926846450405,414228,50.92243885010188
1956,Rhode Island,44,Adlai Stevenson,Democrat,161790,387611,41.74030148783187,387609,41.7405168610636
1956,Rhode Island,44,Dwight Eisenhower,Republican,225819,387611,58.259182530939526,387609,58.2594831389364
1960,Rhode Island,44,John Kennedy,Democrat,258032,405535,63.62755372532581,405534,63.627710623523555
1960,Rhode Island,44,Richard Nixon,Republican,147502,405535,36.37219968683344,405534,36.372289376476445
1964,Rhode Island,44,Lyndon Johnson,Democrat,315463,390091,80.86907926611995,390078,80.8717743630761
1964,Rhode Island,44,Barry Goldwater,Republican,74615,390091,19.12758817814305,390078,19.128225636923897
1968,Rhode Island,44,Hubert Humphrey,Democrat,246518,385000,64.03064935064936,368877,66.8293225112978
1968,Rhode Island,44,Richard Nixon,Republican,122359,385000,31.78155844155844,368877,33.1706774887022
1972,Rhode Island,44,George McGovern,Democrat,194645,415808,46.8112686624596,415028,46.89924535212082
1972,Rhode Island,44,Richard Nixon,Republican,220383,415808,53.00114475911959,415028,53.10075464787918
1976,Rhode Island,44,"CARTER, JIMMY",Democrat,227636,410584,55.442004559359354,408885,55.67237731880602
1976,Rhode Island,44,"FORD, GERALD",Republican,181249,410584,44.144194610603435,408885,44.32762268119398
1980,Rhode Island,44,"CARTER, JIMMY",Democrat,198342,415967,47.68214786269103,353135,56.166055474535234
1980,Rhode Island,44,"REAGAN, RONALD",Republican,154793,415967,37.21280774676838,353135,43.833944525464766
1984,Rhode Island,44,"REAGAN, RONALD",Republican,212080,410489,51.66520905554108,409186,51.829730244925294
1984,Rhode Island,44,"MONDALE, WALTER",Democrat,197106,410489,48.01736465532572,409186,48.170269755074706
1988,Rhode Island,44,"DUKAKIS, MICHAEL",Democrat,225123,404622,55.637854590210125,402884,55.87787055331063
1988,Rhode Island,44,"BUSH, GEORGE H.W.",Republican,177761,404622,43.93260870639757,402884,44.12212944668937
1992,Rhode Island,44,"CLINTON, BILL",Democrat,213299,453365,47.047963561368874,344900,61.84372281820818
1992,Rhode Island,44,"BUSH, GEORGE H.W.",Republican,131601,453365,29.027604689378315,344900,38.15627718179182
1996,Rhode Island,44,"CLINTON, BILL",Democrat,233050,390247,59.71858848370391,337733,69.00421338749841
1996,Rhode Island,44,"DOLE, ROBERT",Republican,104683,390247,26.824805828103734,337733,30.99578661250159
2000,Rhode Island,44,"GORE, AL",Democrat,249508,409112,60.98770018967911,380063,65.64911606759932
2000,Rhode Island,44,"BUSH, GEORGE W.",Republican,130555,409112,31.91179921390719,380063,34.350883932400684
2004,Rhode Island,44,"KERRY, JOHN",Democrat,259760,437134,59.42342622628301,428806,60.57751057587814
2004,Rhode Island,44,"BUSH, GEORGE W.",Republican,169046,437134,38.67143713369356,428806,39.42248942412186
2008,Rhode Island,44,"OBAMA, BARACK H.",Democrat,296571,471766,62.86400461245618,461962,64.19813750914578
2008,Rhode Island,44,"MCCAIN, JOHN",Republican,165391,471766,35.057846474735356,461962,35.801862490854226
2012,Rhode Island,44,"OBAMA, BARACK H.",Democrat,279677,446049,62.7009588632639,436881,64.01674597888213
2012,Rhode Island,44,"ROMNEY, MITT",Republican,157204,446049,35.24366157081397,436881,35.98325402111788
2016,Rhode Island,44,"CLINTON, HILLARY",Democrat,252525,464144,54.40660657037471,433068,58.31070409265981
2016,Rhode Island,44,"TRUMP, DONALD J.",Republican,180543,464144,38.89805749939674,433068,41.68929590734019
2020,Rhode Island,44,"BIDEN, JOSEPH R. JR",Democrat,307486,516990,59.476198765933574,507408,60.59935988395926
2020,Rhode Island,44,"TRUMP, DONALD J.",Republican,199922,516990,38.670380471575854,507408,39.40064011604074
1948,South Carolina,45,Harry Truman,Democrat,34423,142571,24.14446135609626,39809,86.47039614157603
1948,South Carolina,45,Thomas Dewey,Republican,5386,142571,3.7777668670346705,39809,13.529603858423975
1952,South Carolina,45,Adlai Stevenson,Democrat,173004,341086,50.721518913118686,341086,50.721518913118686
1952,South Carolina,45,Dwight Eisenhower,Republican,168082,341086,49.278481086881314,341086,49.278481086881314
1956,South Carolina,45,Adlai Stevenson,Democrat,136372,300583,45.36916592089373,212072,64.30457580444377
1956,South Carolina,45,Dwight Eisenhower,Republican,75700,300583,25.184391665529983,212072,35.69542419555623
1960,South Carolina,45,John Kennedy,Democrat,198129,386688,51.23743172790467,386687,51.2375642315361
1960,South Carolina,45,Richard Nixon,Republican,188558,386688,48.76230966567362,386687,48.7624357684639
1964,South Carolina,45,Lyndon Johnson,Democrat,215700,524756,41.104818239334094,524748,41.10544489926593
1964,South Carolina,45,Barry Goldwater,Republican,309048,524756,58.893657242604185,524748,58.89455510073407
1968,South Carolina,45,Hubert Humphrey,Democrat,197486,666982,29.608894992668468,451548,43.735328248602585
1968,South Carolina,45,Richard Nixon,Republican,254062,666982,38.09128282322462,451548,56.264671751397415
1972,South Carolina,45,George McGovern,Democrat,189270,677880,27.920870950610727,667697,28.346690190310873
1972,South Carolina,45,Richard Nixon,Republican,478427,677880,70.57694577211306,667697,71.65330980968912
1976,South Carolina,45,"CARTER, JIMMY",Democrat,450807,802583,56.16951766982355,796956,56.566109044915905
1976,South Carolina,45,"FORD, GERALD",Republican,346149,802583,43.12937104324413,796956,43.433890955084095
1980,South Carolina,45,"REAGAN, RONALD",Republican,439277,888258,49.45376230779796,867497,50.63729327017845
1980,South Carolina,45,"CARTER, JIMMY",Democrat,428220,888258,48.20896631384125,867497,49.36270672982155
1984,South Carolina,45,"REAGAN, RONALD",Republican,615539,968529,63.55400819180427,959998,64.11877941412378
1984,South Carolina,45,"MONDALE, WALTER",Democrat,344459,968529,35.565171512675406,959998,35.88122058587622
1988,South Carolina,45,"BUSH, GEORGE H.W.",Republican,606443,986009,61.50481385058352,976997,62.072145564418314
1988,South Carolina,45,"DUKAKIS, MICHAEL",Democrat,370554,986009,37.581198548897625,976997,37.927854435581686
1992,South Carolina,45,"BUSH, GEORGE H.W.",Republican,577507,1228912,46.99335672529848,1103021,52.35684542724028
1992,South Carolina,45,"CLINTON, BILL",Democrat,525514,1228912,42.76254117463252,1103021,47.64315457275972
1996,South Carolina,45,"DOLE, ROBERT",Republican,573339,1150182,49.8476762807973,1079491,53.111975921985454
1996,South Carolina,45,"CLINTON, BILL",Democrat,506152,1150182,44.006252923450376,1079491,46.888024078014546
2000,South Carolina,45,"BUSH, GEORGE W.",Republican,786892,1383902,56.86038462261056,1352929,58.162106067650264
2000,South Carolina,45,"GORE, AL",Democrat,566037,1383902,40.9015233737649,1352929,41.837893932349736
2004,South Carolina,45,"BUSH, GEORGE W.",Republican,937974,1617700,57.98194968164678,1599643,58.636458259749205
2004,South Carolina,45,"KERRY, JOHN",Democrat,661669,1617700,40.90183593991469,1599643,41.363541740250795
2008,South Carolina,45,"MCCAIN, JOHN",Republican,1034896,1920969,53.873643978637865,1897345,54.54442918920913
2008,South Carolina,45,"OBAMA, BARACK H.",Democrat,862449,1920969,44.896560017366234,1897345,45.45557081079087
2012,South Carolina,45,"ROMNEY, MITT",Republican,1071645,1964118,54.56113125586141,1937586,55.30825470456537
2012,South Carolina,45,"OBAMA, BARACK H.",Democrat,865941,1964118,44.08803340736147,1937586,44.69174529543463
2016,South Carolina,45,"TRUMP, DONALD J.",Republican,1155389,2103027,54.939332685695426,2010762,57.46025636052402
2016,South Carolina,45,"CLINTON, HILLARY",Democrat,855373,2103027,40.67341978966509,2010762,42.53974363947598
2020,South Carolina,45,"TRUMP, DONALD J.",Republican,1385103,2514096,55.09348091719648,2476644,55.926608749582094
2020,South Carolina,45,"BIDEN, JOSEPH R. JR",Democrat,1091541,2514096,43.41683849781393,2476644,44.073391250417906
1948,South Dakota,46,Harry Truman,Democrat,117653,250105,47.04144259411047,247304,47.57424061074629
1948,South Dakota,46,Thomas Dewey,Republican,129651,250105,51.83862777633394,247304,52.42575938925371
1952,South Dakota,46,Adlai Stevenson,Democrat,90426,294283,30.727564962977812,294283,30.727564962977812
1952,South Dakota,46,Dwight Eisenhower,Republican,203857,294283,69.27243503702219,294283,69.27243503702219
1956,South Dakota,46,Adlai Stevenson,Democrat,122288,293857,41.614799034904735,293857,41.614799034904735
1956,South Dakota,46,Dwight Eisenhower,Republican,171569,293857,58.385200965095265,293857,58.385200965095265
1960,South Dakota,46,John Kennedy,Democrat,128070,306487,41.78643792395762,306487,41.78643792395762
1960,South Dakota,46,Richard Nixon,Republican,178417,306487,58.21356207604238,306487,58.21356207604238
1964,South Dakota,46,Lyndon Johnson,Democrat,163010,293118,55.6124154777257,293118,55.6124154777257
1964,South Dakota,46,Barry Goldwater,Republican,130108,293118,44.3875845222743,293118,44.3875845222743
1968,South Dakota,46,Hubert Humphrey,Democrat,118023,281264,41.96164457591444,267864,44.06079204372368
1968,South Dakota,46,Richard Nixon,Republican,149841,281264,53.27414813129302,267864,55.93920795627632
1972,South Dakota,46,George McGovern,Democrat,139945,307415,45.5231527414082,306421,45.67082543298272
1972,South Dakota,46,Richard Nixon,Republican,166476,307415,54.153505847144736,306421,54.32917456701728
1976,South Dakota,46,"FORD, GERALD",Republican,151505,300678,50.387790260677534,298573,50.74303436680477
1976,South Dakota,46,"CARTER, JIMMY",Democrat,147068,300678,48.912125263571,298573,49.25696563319523
1980,South Dakota,46,"REAGAN, RONALD",Republican,198343,327703,60.5252316884496,302198,65.63345885809966
1980,South Dakota,46,"CARTER, JIMMY",Democrat,103855,327703,31.691806300216964,302198,34.36654114190034
1984,South Dakota,46,"REAGAN, RONALD",Republican,200267,317867,63.003394501473885,316380,63.29951324356786
1984,South Dakota,46,"MONDALE, WALTER",Democrat,116113,317867,36.5287997810405,316380,36.70048675643214
1988,South Dakota,46,"BUSH, GEORGE H.W.",Republican,165415,312991,52.84976245323348,310975,53.1923788085859
1988,South Dakota,46,"DUKAKIS, MICHAEL",Democrat,145560,312991,46.50612956922084,310975,46.8076211914141
1992,South Dakota,46,"BUSH, GEORGE H.W.",Republican,136718,336254,40.65914457523182,261606,52.26103376833865
1992,South Dakota,46,"CLINTON, BILL",Democrat,124888,336254,37.1409708137301,261606,47.73896623166135
1996,South Dakota,46,"DOLE, ROBERT",Republican,150543,323826,46.48885512590095,289876,51.93358539513447
1996,South Dakota,46,"CLINTON, BILL",Democrat,139333,323826,43.02711950244885,289876,48.06641460486553
2000,South Dakota,46,"BUSH, GEORGE W.",Republican,190700,316269,60.29677268401266,309504,61.61471257237386
2000,South Dakota,46,"GORE, AL",Democrat,118804,316269,37.56422539041133,309504,38.38528742762614
2004,South Dakota,46,"BUSH, GEORGE W.",Republican,232584,388215,59.91113171824891,381828,60.91329080109369
2004,South Dakota,46,"KERRY, JOHN",Democrat,149244,388215,38.443645917854795,381828,39.08670919890631
2008,South Dakota,46,"MCCAIN, JOHN",Republican,203054,381975,53.158976372799266,373978,54.295707234115376
2008,South Dakota,46,"OBAMA, BARACK H.",Democrat,170924,381975,44.74743111460174,373978,45.704292765884624
2012,South Dakota,46,"ROMNEY, MITT",Republican,210610,363815,57.88931187554114,355649,59.21849913819524
2012,South Dakota,46,"OBAMA, BARACK H.",Democrat,145039,363815,39.86614075835246,355649,40.78150086180476
2016,South Dakota,46,"TRUMP, DONALD J.",Republican,227721,370093,61.5307503789588,345179,65.97185807943126
2016,South Dakota,46,"CLINTON, HILLARY",Democrat,117458,370093,31.737428159948987,345179,34.02814192056875
2020,South Dakota,46,"TRUMP, DONALD J.",Republican,261043,422609,61.769389672250234,411514,63.4347798616815
2020,South Dakota,46,"BIDEN, JOSEPH R. JR",Democrat,150471,422609,35.60525213613529,411514,36.5652201383185
1948,Tennessee,47,Harry Truman,Democrat,270402,550283,49.13871589709295,473316,57.12927515655503
1948,Tennessee,47,Thomas Dewey,Republican,202914,550283,36.87448094889357,473316,42.87072484344497
1952,Tennessee,47,Adlai Stevenson,Democrat,443710,892553,49.71245405034771,889857,49.86306788618845
1952,Tennessee,47,Dwight Eisenhower,Republican,446147,892553,49.98549105767388,889857,50.13693211381155
1956,Tennessee,47,Adlai Stevenson,Democrat,456507,939404,48.59538601070466,918795,49.685403163926665
1956,Tennessee,47,Dwight Eisenhower,Republican,462288,939404,49.21077619426786,918795,50.314596836073335
1960,Tennessee,47,John Kennedy,Democrat,481453,1051792,45.77454477691407,1038030,46.38141479533347
1960,Tennessee,47,Richard Nixon,Republican,556577,1051792,52.917021616441275,1038030,53.61858520466653
1964,Tennessee,47,Lyndon Johnson,Democrat,634947,1143946,55.50498013018097,1143912,55.50662988062019
1964,Tennessee,47,Barry Goldwater,Republican,508965,1143946,44.492047701552345,1143912,44.49337011937981
1968,Tennessee,47,Hubert Humphrey,Democrat,351233,1248617,28.12976276952821,823825,42.63441871756744
1968,Tennessee,47,Richard Nixon,Republican,472592,1248617,37.84923639514759,823825,57.36558128243256
1972,Tennessee,47,George McGovern,Democrat,357293,1201182,29.745117725706844,1170440,30.526383240490755
1972,Tennessee,47,Richard Nixon,Republican,813147,1201182,67.69556986368427,1170440,69.47361675950924
1976,Tennessee,47,"CARTER, JIMMY",Democrat,825879,1476346,55.94074830696869,1459848,56.57294458053167
1976,Tennessee,47,"FORD, GERALD",Republican,633969,1476346,42.94176297426213,1459848,43.42705541946833
1980,Tennessee,47,"REAGAN, RONALD",Republican,787761,1617616,48.698887745917446,1570812,50.149922460485406
1980,Tennessee,47,"CARTER, JIMMY",Democrat,783051,1617616,48.407718519104655,1570812,49.850077539514594
1984,Tennessee,47,"REAGAN, RONALD",Republican,990212,1711993,57.83972247550078,1701926,58.18184809445299
1984,Tennessee,47,"MONDALE, WALTER",Democrat,711714,1711993,41.57224941924412,1701926,41.81815190554701
1988,Tennessee,47,"BUSH, GEORGE H.W.",Republican,947233,1636250,57.89048128342246,1627027,58.218640501970775
1988,Tennessee,47,"DUKAKIS, MICHAEL",Democrat,679794,1636250,41.54585179526356,1627027,41.781359498029225
1992,Tennessee,47,"CLINTON, BILL",Democrat,933521,1982638,47.084793088803906,1774821,52.59803664707596
1992,Tennessee,47,"BUSH, GEORGE H.W.",Republican,841300,1982638,42.43336403317197,1774821,47.40196335292404
1996,Tennessee,47,"CLINTON, BILL",Democrat,909146,1894105,47.998711792640854,1772676,51.28664234186056
1996,Tennessee,47,"DOLE, ROBERT",Republican,863530,1894105,45.59039757563599,1772676,48.71335765813944
2000,Tennessee,47,"BUSH, GEORGE W.",Republican,1061949,2076181,51.14915318076796,2043669,51.96286678517901
2000,Tennessee,47,"GORE, AL",Democrat,981720,2076181,47.28489471775342,2043669,48.03713321482099
2004,Tennessee,47,"BUSH, GEORGE W.",Republican,1384375,2437319,56.799089491363254,2420852,57.18544545474073
2004,Tennessee,47,"KERRY, JOHN",Democrat,1036477,2437319,42.52529110879618,2420852,42.81455454525927
2008,Tennessee,47,"MCCAIN, JOHN",Republican,1479178,2599749,56.896954282894235,2566615,57.63147180235446
2008,Tennessee,47,"OBAMA, BARACK H.",Democrat,1087437,2599749,41.82853806271298,2566615,42.36852819764554
2012,Tennessee,47,"ROMNEY, MITT",Republican,1462330,2458577,59.47871471993759,2423039,60.35107152629405
2012,Tennessee,47,"OBAMA, BARACK H.",Democrat,960709,2458577,39.07581499379519,2423039,39.64892847370595
2016,Tennessee,47,"TRUMP, DONALD J.",Republican,1522925,2508027,60.722033694214616,2393620,63.62434304526199
2016,Tennessee,47,"CLINTON, HILLARY",Democrat,870695,2508027,34.71633279865009,2393620,36.37565695473801
2020,Tennessee,47,"TRUMP, DONALD J.",Republican,1852475,3053851,60.66029416628382,2996186,61.827770372066354
2020,Tennessee,47,"BIDEN, JOSEPH R. JR",Democrat,1143711,3053851,37.4514342710237,2996186,38.172229627933646
1948,Texas,48,Harry Truman,Democrat,824235,1249577,65.96112124342878,1127702,73.0897879049607
1948,Texas,48,Thomas Dewey,Republican,303467,1249577,24.285578239676305,1127702,26.91021209503929
1952,Texas,48,Adlai Stevenson,Democrat,969228,2075946,46.688497677685255,2072106,46.775020196843215
1952,Texas,48,Dwight Eisenhower,Republican,1102878,2075946,53.12652641253674,2072106,53.224979803156785
1956,Texas,48,Adlai Stevenson,Democrat,859958,1955545,43.97536236701278,1940577,44.31455180598348
1956,Texas,48,Dwight Eisenhower,Republican,1080619,1955545,55.259224410586306,1940577,55.68544819401652
1960,Texas,48,John Kennedy,Democrat,1167567,2311084,50.520318603737465,2288877,51.0104736951789
1960,Texas,48,Richard Nixon,Republican,1121310,2311084,48.51879031657872,2288877,48.9895263048211
1964,Texas,48,Lyndon Johnson,Democrat,1663185,2626811,63.315746736251675,2621751,63.43794662422175
1964,Texas,48,Barry Goldwater,Republican,958566,2626811,36.49162425465707,2621751,36.56205337577825
1968,Texas,48,Hubert Humphrey,Democrat,1266804,3079406,41.137933744364986,2494648,50.78087169011419
1968,Texas,48,Richard Nixon,Republican,1227844,3079406,39.87275468061048,2494648,49.21912830988581
1972,Texas,48,George McGovern,Democrat,1154291,3472714,33.23887311192341,3453187,33.42683150376739
1972,Texas,48,Richard Nixon,Republican,2298896,3472714,66.19882892746135,3453187,66.57316849623261
1976,Texas,48,"CARTER, JIMMY",Democrat,2082319,4071884,51.1389568072175,4035619,51.59850322837711
1976,Texas,48,"FORD, GERALD",Republican,1953300,4071884,47.97042351894111,4035619,48.40149677162289
1980,Texas,48,"REAGAN, RONALD",Republican,2510705,4541636,55.28195126161586,4391852,57.167340793815455
1980,Texas,48,"CARTER, JIMMY",Democrat,1881147,4541636,41.4200301389191,4391852,42.832659206184545
1984,Texas,48,"REAGAN, RONALD",Republican,3433428,5397571,63.6106129961051,5382704,63.78630517301342
1984,Texas,48,"MONDALE, WALTER",Democrat,1949276,5397571,36.1139482926672,5382704,36.21369482698658
1988,Texas,48,"BUSH, GEORGE H.W.",Republican,3036829,5427410,55.9535579585843,5389577,56.34633293113727
1988,Texas,48,"DUKAKIS, MICHAEL",Democrat,2352748,5427410,43.349369220309505,5389577,43.65366706886273
1992,Texas,48,"BUSH, GEORGE H.W.",Republican,2496071,6154018,40.560021111410464,4777886,52.2421631658855
1992,Texas,48,"CLINTON, BILL",Democrat,2281815,6154018,37.07845833405102,4777886,47.7578368341145
1996,Texas,48,"DOLE, ROBERT",Republican,2736167,5611644,48.7587416450509,5195850,52.66062338212227
1996,Texas,48,"CLINTON, BILL",Democrat,2459683,5611644,43.83177193706514,5195850,47.33937661787773
2000,Texas,48,"BUSH, GEORGE W.",Republican,3799639,6407637,59.298599468103454,6233385,60.95627014856294
2000,Texas,48,"GORE, AL",Democrat,2433746,6407637,37.981958091571045,6233385,39.04372985143706
2004,Texas,48,"BUSH, GEORGE W.",Republican,4526917,7410749,61.08582276906154,7359621,61.51019189710992
2004,Texas,48,"KERRY, JOHN",Democrat,2832704,7410749,38.22426046274135,7359621,38.48980810289008
2008,Texas,48,"MCCAIN, JOHN",Republican,4479328,8077795,55.45236045232641,8007961,55.93593675094072
2008,Texas,48,"OBAMA, BARACK H.",Democrat,3528633,8077795,43.683121445889626,8007961,44.06406324905928
2012,Texas,48,"ROMNEY, MITT",Republican,4569843,7993851,57.16697746805639,7877967,58.00789721510638
2012,Texas,48,"OBAMA, BARACK H.",Democrat,3308124,7993851,41.383358283760856,7877967,41.99210278489362
2016,Texas,48,"TRUMP, DONALD J.",Republican,4685047,8969226,52.234685579335384,8562915,54.71322557797199
2016,Texas,48,"CLINTON, HILLARY",Democrat,3877868,8969226,43.23525798101196,8562915,45.28677442202801
2020,Texas,48,"TRUMP, DONALD J.",Republican,5890347,11315056,52.05760360355265,11149473,52.83072123677953
2020,Texas,48,"BIDEN, JOSEPH R. JR",Democrat,5259126,11315056,46.47900991387051,11149473,47.16927876322047
1948,Utah,49,Harry Truman,Democrat,149151,276305,53.9805649553935,273553,54.52362065120836
1948,Utah,49,Thomas Dewey,Republican,124402,276305,45.02343424838494,273553,45.47637934879164
1952,Utah,49,Adlai Stevenson,Democrat,135364,329554,41.07490729895556,329554,41.07490729895556
1952,Utah,49,Dwight Eisenhower,Republican,194190,329554,58.92509270104444,329554,58.92509270104444
1956,Utah,49,Adlai Stevenson,Democrat,118364,333995,35.43885387505801,333995,35.43885387505801
1956,Utah,49,Dwight Eisenhower,Republican,215631,333995,64.56114612494198,333995,64.56114612494198
1960,Utah,49,John Kennedy,Democrat,169248,374709,45.16785025179539,374609,45.17990758364054
1960,Utah,49,Richard Nixon,Republican,205361,374709,54.80546237213411,374609,54.82009241635946
1964,Utah,49,Lyndon Johnson,Democrat,219628,400310,54.86448002797832,400310,54.86448002797832
1964,Utah,49,Barry Goldwater,Republican,180682,400310,45.13551997202168,400310,45.13551997202168
1968,Utah,49,Hubert Humphrey,Democrat,156665,422568,37.07450635164045,395393,39.62260333389817
1968,Utah,49,Richard Nixon,Republican,238728,422568,56.49457602090078,395393,60.37739666610183
1972,Utah,49,George McGovern,Democrat,126284,478476,26.392964328409366,449927,28.067664309988064
1972,Utah,49,Richard Nixon,Republican,323643,478476,67.64038321671306,449927,71.93233569001194
1976,Utah,49,"FORD, GERALD",Republican,337908,541218,62.43473055219893,520018,64.98005838259445
1976,Utah,49,"CARTER, JIMMY",Democrat,182110,541218,33.64817873758818,520018,35.01994161740555
1980,Utah,49,"REAGAN, RONALD",Republican,439687,604152,72.7775460480144,563953,77.96518504201592
1980,Utah,49,"CARTER, JIMMY",Democrat,124266,604152,20.56866483931196,563953,22.03481495798409
1984,Utah,49,"REAGAN, RONALD",Republican,469105,629656,74.50179145438145,624474,75.12002100968175
1984,Utah,49,"MONDALE, WALTER",Democrat,155369,629656,24.6752194849251,624474,24.879978990318257
1988,Utah,49,"BUSH, GEORGE H.W.",Republican,428442,647008,66.21896483505614,635785,67.38787483190072
1988,Utah,49,"DUKAKIS, MICHAEL",Democrat,207343,647008,32.046435283644094,635785,32.612125168099276
1992,Utah,49,"BUSH, GEORGE H.W.",Republican,322632,743998,43.36463270062554,506061,63.75357911398033
1992,Utah,49,"CLINTON, BILL",Democrat,183429,743998,24.654501759413332,506061,36.24642088601967
1996,Utah,49,"DOLE, ROBERT",Republican,361911,665629,54.371278895601,583544,62.019487819256135
1996,Utah,49,"CLINTON, BILL",Democrat,221633,665629,33.29677643251721,583544,37.980512180743865
2000,Utah,49,"BUSH, GEORGE W.",Republican,515096,770754,66.83014295092858,718149,71.72550543132414
2000,Utah,49,"GORE, AL",Democrat,203053,770754,26.344722181136913,718149,28.27449456867586
2004,Utah,49,"BUSH, GEORGE W.",Republican,663742,927844,71.53594785330293,904941,73.34643916012205
2004,Utah,49,"KERRY, JOHN",Democrat,241199,927844,25.995641508701897,904941,26.65356083987796
2008,Utah,49,"MCCAIN, JOHN",Republican,596030,952370,62.58386971450171,923700,64.52636137274007
2008,Utah,49,"OBAMA, BARACK H.",Democrat,327670,952370,34.40574566607516,923700,35.47363862725993
2012,Utah,49,"ROMNEY, MITT",Republican,740600,1017440,72.7905331026891,992413,74.62618889514748
2012,Utah,49,"OBAMA, BARACK H.",Democrat,251813,1017440,24.74966582796037,992413,25.37381110485252
2016,Utah,49,"TRUMP, DONALD J.",Republican,515211,1131317,45.54081658810042,825885,62.38289834541128
2016,Utah,49,"CLINTON, HILLARY",Democrat,310674,1131317,27.46126859226901,825885,37.61710165458872
2020,Utah,49,"BIDEN, JOSEPH R. JR",Democrat,560282,1488289,37.64604858330606,1425422,39.30639487814837
2020,Utah,49,"TRUMP, DONALD J.",Republican,865140,1488289,58.129839029919594,1425422,60.69360512185163
1948,Vermont,50,Harry Truman,Democrat,45557,123382,36.92353827948971,121483,37.50072026538693
1948,Vermont,50,Thomas Dewey,Republican,75926,123382,61.53733932016015,121483,62.49927973461307
1952,Vermont,50,Adlai Stevenson,Democrat,43355,153557,28.23381545614983,153072,28.323272708268004
1952,Vermont,50,Dwight Eisenhower,Republican,109717,153557,71.45034091575116,153072,71.67672729173199
1956,Vermont,50,Adlai Stevenson,Democrat,42549,152978,27.813803291976622,152939,27.820895912749528
1956,Vermont,50,Dwight Eisenhower,Republican,110390,152978,72.16070284616089,152939,72.17910408725048
1960,Vermont,50,John Kennedy,Democrat,69186,167324,41.34852143147427,167317,41.35025131935189
1960,Vermont,50,Richard Nixon,Republican,98131,167324,58.64729506825082,167317,58.64974868064811
1964,Vermont,50,Lyndon Johnson,Democrat,108127,163089,66.29938254572657,163069,66.30751399714231
1964,Vermont,50,Barry Goldwater,Republican,54942,163089,33.68835421150415,163069,33.692486002857684
1968,Vermont,50,Hubert Humphrey,Democrat,70255,161404,43.527421873063865,155397,45.210010489262984
1968,Vermont,50,Richard Nixon,Republican,85142,161404,52.75086119303115,155397,54.789989510737016
1972,Vermont,50,George McGovern,Democrat,68174,186946,36.46721513164229,185323,36.7865834246154
1972,Vermont,50,Richard Nixon,Republican,117149,186946,62.66461972976153,185323,63.2134165753846
1976,Vermont,50,"FORD, GERALD",Republican,100387,183902,54.58722580504834,178185,56.33863681005696
1976,Vermont,50,"CARTER, JIMMY",Democrat,77798,183902,42.30405324575045,178185,43.66136318994304
1980,Vermont,50,"REAGAN, RONALD",Republican,94628,213299,44.36401483363729,176580,53.589307962396646
1980,Vermont,50,"CARTER, JIMMY",Democrat,81952,213299,38.42118340920492,176580,46.410692037603354
1984,Vermont,50,"REAGAN, RONALD",Republican,135865,234561,57.92309889538329,231595,58.664910727779095
1984,Vermont,50,"MONDALE, WALTER",Democrat,95730,234561,40.8124112704158,231595,41.335089272220905
1988,Vermont,50,"BUSH, GEORGE H.W.",Republican,124331,243328,51.0960514203051,240106,51.78171307672445
1988,Vermont,50,"DUKAKIS, MICHAEL",Democrat,115775,243328,47.579809968437665,240106,48.21828692327555
1992,Vermont,50,"CLINTON, BILL",Democrat,133592,289701,46.11375176475055,221714,60.254201358506904
1992,Vermont,50,"BUSH, GEORGE H.W.",Republican,88122,289701,30.418258825478684,221714,39.745798641493096
